Date,High,Low,Open,Close,Volume,Adj Close,Status,Middle,Height
2015-11-02,121.36000061035156,119.61000061035156,120.80000305175781,121.18000030517578,32203300.0,112.18606567382812,increase,120.9900016784668,0.37999725341796875
2015-11-03,123.48999786376953,120.69999694824219,120.79000091552734,122.56999969482422,45519000.0,113.47288513183594,increase,121.68000030517578,1.779998779296875
2015-11-04,123.81999969482422,121.62000274658203,123.12999725341797,122.0,44886100.0,112.94519805908203,decrease,122.56499862670898,1.1299972534179688
2015-11-05,122.69000244140625,120.18000030517578,121.8499984741211,120.91999816894531,39552700.0,112.42453002929688,decrease,121.3849983215332,0.9300003051757812
2015-11-06,121.80999755859375,120.62000274658203,121.11000061035156,121.05999755859375,33042300.0,112.5546875,decrease,121.08499908447266,0.0500030517578125
2015-11-09,121.80999755859375,120.05000305175781,120.95999908447266,120.56999969482422,33871400.0,112.0991439819336,decrease,120.76499938964844,0.3899993896484375
2015-11-10,118.06999969482422,116.05999755859375,116.9000015258789,116.7699966430664,59127900.0,108.56608581542969,decrease,116.83499908447266,0.1300048828125
2015-11-11,117.41999816894531,115.20999908447266,116.37000274658203,116.11000061035156,45218000.0,107.95247650146484,decrease,116.2400016784668,0.26000213623046875
2015-11-12,116.81999969482422,115.6500015258789,116.26000213623047,115.72000122070312,32525600.0,107.58985900878906,decrease,115.9900016784668,0.5400009155273438
2015-11-13,115.56999969482422,112.2699966430664,115.19999694824219,112.33999633789062,45812400.0,104.44734191894531,decrease,113.7699966430664,2.8600006103515625
2015-11-16,114.23999786376953,111.0,111.37999725341797,114.18000030517578,38106700.0,106.15807342529297,increase,112.77999877929688,2.8000030517578125
2015-11-17,115.05000305175781,113.31999969482422,114.91999816894531,113.69000244140625,27616900.0,105.70249938964844,decrease,114.30500030517578,1.2299957275390625
2015-11-18,117.48999786376953,115.5,115.76000213623047,117.29000091552734,46674700.0,109.04956817626953,increase,116.5250015258789,1.529998779296875
2015-11-19,119.75,116.76000213623047,117.63999938964844,118.77999877929688,43295800.0,110.43489074707031,increase,118.20999908447266,1.1399993896484375
2015-11-20,119.91999816894531,118.8499984741211,119.19999694824219,119.30000305175781,34287100.0,110.91835021972656,increase,119.25,0.100006103515625
2015-11-23,119.7300033569336,117.33999633789062,119.2699966430664,117.75,32482500.0,109.47726440429688,decrease,118.5099983215332,1.5199966430664062
2015-11-24,119.3499984741211,117.12000274658203,117.33000183105469,118.87999725341797,42803200.0,110.52787017822266,increase,118.10499954223633,1.5499954223632812
2015-11-25,119.2300033569336,117.91999816894531,119.20999908447266,118.02999877929688,21388300.0,109.7375717163086,decrease,118.61999893188477,1.1800003051757812
2015-11-27,118.41000366210938,117.5999984741211,118.29000091552734,117.80999755859375,13046400.0,109.53303527832031,decrease,118.04999923706055,0.48000335693359375
2015-11-30,119.41000366210938,117.75,117.98999786376953,118.30000305175781,39180300.0,109.98861694335938,increase,118.14500045776367,0.31000518798828125
2015-12-01,118.80999755859375,116.86000061035156,118.75,117.33999633789062,34852400.0,109.09603881835938,decrease,118.04499816894531,1.410003662109375
2015-12-02,118.11000061035156,116.08000183105469,117.33999633789062,116.27999877929688,33386600.0,108.11053466796875,decrease,116.80999755859375,1.05999755859375
2015-12-03,116.79000091552734,114.22000122070312,116.55000305175781,115.19999694824219,41569500.0,107.10640716552734,decrease,115.875,1.350006103515625
2015-12-04,119.25,115.11000061035156,115.29000091552734,119.02999877929688,57777000.0,110.66732788085938,increase,117.15999984741211,3.7399978637695312
2015-12-07,119.86000061035156,117.80999755859375,118.9800033569336,118.27999877929688,32084200.0,109.97002410888672,decrease,118.63000106811523,0.7000045776367188
2015-12-08,118.5999984741211,116.86000061035156,117.5199966430664,118.2300033569336,34309500.0,109.92352294921875,increase,117.875,0.7100067138671875
2015-12-09,117.69000244140625,115.08000183105469,117.63999938964844,115.62000274658203,46361400.0,107.49690246582031,decrease,116.63000106811523,2.0199966430664062
2015-12-10,116.94000244140625,115.51000213623047,116.04000091552734,116.16999816894531,29212700.0,108.00826263427734,increase,116.10499954223633,0.12999725341796875
2015-12-11,115.38999938964844,112.8499984741211,115.19000244140625,113.18000030517578,46886200.0,105.22831726074219,decrease,114.18500137329102,2.0100021362304688
2015-12-14,112.68000030517578,109.79000091552734,112.18000030517578,112.4800033569336,64318700.0,104.57749938964844,increase,112.33000183105469,0.3000030517578125
2015-12-15,112.80000305175781,110.3499984741211,111.94000244140625,110.48999786376953,53323100.0,102.72733306884766,decrease,111.21500015258789,1.4500045776367188
2015-12-16,111.98999786376953,108.80000305175781,111.06999969482422,111.33999633789062,56238500.0,103.51761627197266,increase,111.20499801635742,0.26999664306640625
2015-12-17,112.25,108.9800033569336,112.0199966430664,108.9800033569336,44772800.0,101.32341003417969,decrease,110.5,3.0399932861328125
2015-12-18,109.5199966430664,105.80999755859375,108.91000366210938,106.02999877929688,96453300.0,98.58065032958984,decrease,107.47000122070312,2.8800048828125
2015-12-21,107.37000274658203,105.56999969482422,107.27999877929688,107.33000183105469,47590600.0,99.78932189941406,increase,107.30500030517578,0.0500030517578125
2015-12-22,107.72000122070312,106.44999694824219,107.4000015258789,107.2300033569336,32789400.0,99.69636535644531,decrease,107.31500244140625,0.1699981689453125
2015-12-23,108.8499984741211,107.19999694824219,107.2699966430664,108.61000061035156,32657400.0,100.9793930053711,increase,107.93999862670898,1.3400039672851562
2015-12-24,109.0,107.94999694824219,109.0,108.02999877929688,13570400.0,100.44013977050781,decrease,108.51499938964844,0.970001220703125
2015-12-28,107.69000244140625,106.18000030517578,107.58999633789062,106.81999969482422,26704200.0,99.31517028808594,decrease,107.20499801635742,0.7699966430664062
2015-12-29,109.43000030517578,106.86000061035156,106.95999908447266,108.73999786376953,30931200.0,101.10026550292969,increase,107.8499984741211,1.779998779296875
2015-12-30,108.69999694824219,107.18000030517578,108.58000183105469,107.31999969482422,25213800.0,99.78002166748047,decrease,107.95000076293945,1.2600021362304688
2015-12-31,107.02999877929688,104.81999969482422,107.01000213623047,105.26000213623047,40912300.0,97.86474609375,decrease,106.13500213623047,1.75
2016-01-04,105.37000274658203,102.0,102.61000061035156,105.3499984741211,67649400.0,97.94844055175781,increase,103.97999954223633,2.7399978637695312
2016-01-05,105.8499984741211,102.41000366210938,105.75,102.70999908447266,55791000.0,95.4939193725586,decrease,104.22999954223633,3.0400009155273438
2016-01-06,102.37000274658203,99.87000274658203,100.55999755859375,100.69999694824219,68457400.0,93.6251449584961,increase,100.62999725341797,0.1399993896484375
2016-01-07,100.12999725341797,96.43000030517578,98.68000030517578,96.44999694824219,81094400.0,89.67371368408203,decrease,97.56499862670898,2.2300033569335938
2016-01-08,99.11000061035156,96.76000213623047,98.55000305175781,96.95999908447266,70798000.0,90.14787292480469,decrease,97.75500106811523,1.5900039672851562
2016-01-11,99.05999755859375,97.33999633789062,98.97000122070312,98.52999877929688,49739400.0,91.60757446289062,decrease,98.75,0.44000244140625
2016-01-12,100.69000244140625,98.83999633789062,100.55000305175781,99.95999908447266,49154200.0,92.9371337890625,decrease,100.25500106811523,0.5900039672851562
2016-01-13,101.19000244140625,97.30000305175781,100.31999969482422,97.38999938964844,62439600.0,90.54768371582031,decrease,98.85499954223633,2.9300003051757812
2016-01-14,100.4800033569336,95.73999786376953,97.95999908447266,99.5199966430664,63170100.0,92.52801513671875,increase,98.73999786376953,1.55999755859375
2016-01-15,97.70999908447266,95.36000061035156,96.19999694824219,97.12999725341797,79833900.0,90.30596160888672,increase,96.66499710083008,0.9300003051757812
2016-01-19,98.6500015258789,95.5,98.41000366210938,96.66000366210938,53087700.0,89.86897277832031,decrease,97.53500366210938,1.75
2016-01-20,98.19000244140625,93.41999816894531,95.0999984741211,96.79000091552734,72334400.0,89.98983764648438,increase,95.94499969482422,1.69000244140625
2016-01-21,97.87999725341797,94.94000244140625,97.05999755859375,96.30000305175781,52161500.0,89.53425598144531,decrease,96.68000030517578,0.7599945068359375
2016-01-22,101.45999908447266,98.37000274658203,98.62999725341797,101.41999816894531,65800500.0,94.29454040527344,increase,100.02499771118164,2.7900009155273438
2016-01-25,101.52999877929688,99.20999908447266,101.5199966430664,99.44000244140625,51794500.0,92.45366668701172,decrease,100.47999954223633,2.0799942016601562
2016-01-26,100.87999725341797,98.06999969482422,99.93000030517578,99.98999786376953,75077000.0,92.96501922607422,increase,99.95999908447266,0.05999755859375
2016-01-27,96.62999725341797,93.33999633789062,96.04000091552734,93.41999816894531,133369700.0,86.85660552978516,decrease,94.72999954223633,2.6200027465820312
2016-01-28,94.5199966430664,92.38999938964844,93.79000091552734,94.08999633789062,55678800.0,87.47950744628906,increase,93.93999862670898,0.29999542236328125
